college,department,name,role,profile,namelast,namefirst,identifier1,identifier2
College of Medicine and Health,Medicine and Health,Professor Marios Politis,Director of Mireille Gillings Neuroimaging Centre,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Marios_Politis,Politis,Marios,"Politis, M","Politis, Marios"
College of Medicine and Health,Medicine and Health,Adam Pollard,Research Fellow,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Adam_Pollard,Pollard,Adam,"Pollard, A","Pollard, Adam"
College of Medicine and Health,Medicine and Health,Dr Samuel Pollard,Senior Lecturer in Medical Science,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Samuel_Pollard,Pollard,Samuel,"Pollard, S","Pollard, Samuel"
College of Medicine and Health,Medicine and Health,Dr Leon Poltawski,Research Fellow,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Leon_Poltawski,Poltawski,Leon,"Poltawski, L","Poltawski, Leon"
College of Medicine and Health,Medicine and Health,Dr Ian Porter,Associate Research Fellow,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Ian_Porter,Porter,Ian,"Porter, I","Porter, Ian"
College of Medicine and Health,Medicine and Health,Dr Lisa Price,Lecturer,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=LisaPhillips,Price,Lisa,"Price, L","Price, Lisa"
College of Medicine and Health,Medicine and Health,Dr Anna Price,Research Fellow,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Anna_Price,Price,Anna,"Price, A","Price, Anna"
College of Medicine and Health,Medicine and Health,Dr Sarah Price,Research Fellow,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Sarah_Price,Price,Sarah,"Price, S","Price, Sarah"
College of Medicine and Health,Medicine and Health,Alison Prust,"Y1&2 BMBS Senior Professionalism Tutor (St Luke’s), Doctors as Teachers SSU Theme Lead (Exeter), PDG facilitator and tutor, Progress Support Tutor",https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Alison_Prust,Prust,Alison,"Prust, A","Prust, Alison"
College of Medicine and Health,Medicine and Health,Daniel Racey,Academic Clinical Fellow,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Daniel_Racey,Racey,Daniel,"Racey, D","Racey, Daniel"
College of Medicine and Health,Medicine and Health,Dr Chloe Rackham,"DRWF Research Fellow, Lecturer in Diabetes",https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Chloe_Rackham,Rackham,Chloe,"Rackham, C","Rackham, Chloe"
College of Medicine and Health,Medicine and Health,Dr Emmylou Rahtz,Research Fellow,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Emmylou_Rahtz,Rahtz,Emmylou,"Rahtz, E","Rahtz, Emmylou"
College of Medicine and Health,Medicine and Health,Brittany Resnick,Senior Research Nurse (Diabetes),https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Brittany_Resnick,Resnick,Brittany,"Resnick, B","Resnick, Brittany"
College of Medicine and Health,Medicine and Health,Dr Musarrat Maisha Reza,Senior Lecturer in Biomedical Sciences | Year 2 Lead for Medical Sciences | Race Equality Resource Officer,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Musarrat_Maisha_Reza,Reza,Musarrat,"Reza, M","Reza, Musarrat"
College of Medicine and Health,Medicine and Health,Dr Shelley Rhodes,ExeCTU Senior Trial Manager,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Shelley_Rhodes,Rhodes,Shelley,"Rhodes, S","Rhodes, Shelley"
College of Medicine and Health,Medicine and Health,Professor David Richards,Professor of Mental Health Services Research,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=david_richards,Richards,David,"Richards, D","Richards, David"
College of Medicine and Health,Medicine and Health,Sarah Richardson,Associate Professor in Cellular Biomedicine,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Sarah_Richardson,Richardson,Sarah,"Richardson, S","Richardson, Sarah"
College of Medicine and Health,Medicine and Health,Dr Wendy Rickard,Research Fellow,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Wendy_Rickard,Rickard,Wendy,"Rickard, W","Rickard, Wendy"
College of Medicine and Health,Medicine and Health,Dr Tom Ridler,Associate Lecturer in Neuroscience,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Thomas_Ridler,Ridler,Tom,"Ridler, T","Ridler, Tom"
College of Medicine and Health,Medicine and Health,Peter Riou,Locality Clinical Skills Co-ordinator,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Peter_Riou,Riou,Peter,"Riou, P","Riou, Peter"
College of Medicine and Health,Medicine and Health,Dr Daisy Robinson,Lecturer (Clinical) Education & Scholarship,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Daisy_Robinson,Robinson,Daisy,"Robinson, D","Robinson, Daisy"
College of Medicine and Health,Medicine and Health,Dr Ben Rock,Senior Clinical Tutor,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Ben_Rock,Rock,Ben,"Rock, B","Rock, Ben"
College of Medicine and Health,Medicine and Health,Liliana Rodrigues,Lecturer (E&S),https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Liliana_Rodrigues,Rodrigues,Liliana,"Rodrigues, L","Rodrigues, Liliana"
College of Medicine and Health,Medicine and Health,Lindsay Ronan,Academic Clinical Fellow,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Lindsay_Ronan,Ronan,Lindsay,"Ronan, L","Ronan, Lindsay"
College of Medicine and Health,Medicine and Health,Sarah Ross,Associate,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Sarah_Ross,Ross,Sarah,"Ross, S","Ross, Sarah"
College of Medicine and Health,Medicine and Health,Sebastian Rotheray,Academic Clinical Fellow,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Sebastian_Rotheray,Rotheray,Sebastian,"Rotheray, S","Rotheray, Sebastian"
College of Medicine and Health,Medicine and Health,Jane Rowe,Senior Lecturer,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Jane_Rowe_,Rowe,Jane,"Rowe, J","Rowe, Jane"
College of Medicine and Health,Medicine and Health,Dr Ginny Russell,Senior Lecturer,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Ginny_Russell,Russell,Ginny,"Russell, G","Russell, Ginny"
College of Medicine and Health,Medicine and Health,Dr Mark Russell,Lecturer,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Mark_Russell,Russell,Mark,"Russell, M","Russell, Mark"
College of Medicine and Health,Medicine and Health,Dr Abby (Abigail) Russell,Senior Lecturer in Child and Adolescent Mental Health and NIHR Advanced Fellow,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Abby_Russell,Russell,Abby,"Russell, A","Russell, Abby"
College of Medicine and Health,Medicine and Health,Dr Anne-Marie Russell,Senior Lecturer,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Anne-Marie_Russell,Russell,Anne-Marie,"Russell, A","Russell, Anne-Marie"
College of Medicine and Health,Medicine and Health,Dr Katherine Ruth,"Research Fellow, Genetics of Complex Traits",https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Katherine_Ruth,Ruth,Katherine,"Ruth, K","Ruth, Katherine"
College of Medicine and Health,Medicine and Health,Professor Soojin Ryu,Mireille Gillings Professor of Neurobiology,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=soojin_ryu,Ryu,Soojin,"Ryu, S","Ryu, Soojin"
College of Medicine and Health,Medicine and Health,Victoria Sadler,Lecturer,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Victoria_Sadler,Sadler,Victoria,"Sadler, V","Sadler, Victoria"
College of Medicine and Health,Medicine and Health,Dr Victoria Salmon,Research Fellow,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Victoria_Salmon,Salmon,Victoria,"Salmon, V","Salmon, Victoria"
College of Medicine and Health,Medicine and Health,Professor Nicki Saulsbury,"Associate Professor in Medical Education, College Academic Director of International Education, BMBS Lead for Preparation for Practice, Consultant In HIV/Sexual Health",https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Nicki_Saulsbury,Saulsbury,Nicki,"Saulsbury, N","Saulsbury, Nicki"
College of Medicine and Health,Medicine and Health,Abi Scott,Research Co-ordinator,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Abi_Scott,Scott,Abi,"Scott, A","Scott, Abi"
College of Medicine and Health,Medicine and Health,Dr Chris Scotton,Senior Lecturer in Lung Pathobiology (E&R),https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Christopher_Scotton,Scotton,Chris,"Scotton, C","Scotton, Chris"
College of Medicine and Health,Medicine and Health,Dr Catherine Sellings,Clinical Skills Tutor,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Catherine_Sellings,Sellings,Catherine,"Sellings, C","Sellings, Catherine"
College of Medicine and Health,Medicine and Health,Dr Mark Selman,Small Group Facilitator/Remediation,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Mark_Selman,Selman,Mark,"Selman, M","Selman, Mark"
College of Medicine and Health,Medicine and Health,Dr Rohit Shankar,Senior Lecturer (Clinical),https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Rohit_Shankr,Shankar,Rohit,"Shankar, R","Shankar, Rohit"
College of Medicine and Health,Medicine and Health,Dr Liz Shaw,Associate Research Fellow,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Liz_Shaw,Shaw,Liz,"Shaw, L","Shaw, Liz"
College of Medicine and Health,Medicine and Health,Dr Elizabeth Shephard,Research Fellow,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Elizabeth_Shephard,Shephard,Elizabeth,"Shephard, E","Shephard, Elizabeth"
College of Medicine and Health,Medicine and Health,Jenny Shepherd,"Senior Lecturer (Education and Scholarship), Director of Practice Education for Medical Imaging",https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Jenny_Shepherd,Shepherd,Jenny,"Shepherd, J","Shepherd, Jenny"
College of Medicine and Health,Medicine and Health,Professor Maggie Shepherd,Honorary Clinical Professor,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Maggie_Shepherd,Shepherd,Maggie,"Shepherd, M","Shepherd, Maggie"
College of Medicine and Health,Medicine and Health,Dr Beverley Shields,Senior Lecturer in Medical Statistics,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Beverley_Shields,Shields,Beverley,"Shields, B","Shields, Beverley"
College of Medicine and Health,Medicine and Health,Jessica Shields,Research Assistant,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Jessica_Shields,Shields,Jessica,"Shields, J","Shields, Jessica"
College of Medicine and Health,Medicine and Health,Professor Angela Shore,"Professor of Cardiovascular Sciences and Scientific Director, NIHR Exeter Clinical Research Facility",https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Angela_Shore,Shore,Angela,"Shore, A","Shore, Angela"
College of Medicine and Health,Medicine and Health,Dr Laura Sims,Associate Professor (Clinical) (E&S),https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Laura_Sims,Sims,Laura,"Sims, L","Sims, Laura"
College of Medicine and Health,Medicine and Health,Dr Miranda Smallwood,Research Fellow,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Miranda_Smallwood,Smallwood,Miranda,"Smallwood, M","Smallwood, Miranda"
College of Medicine and Health,Medicine and Health,Neil Smart,Honorary Clinical Senior Lecturer,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Neil_Smart,Smart,Neil,"Smart, N","Smart, Neil"
College of Medicine and Health,Medicine and Health,Dr Jane Smith,Senior Lecturer in Primary Care,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Jane_R_Smith,Smith,Jane,"Smith, J","Smith, Jane"
College of Medicine and Health,Medicine and Health,Dr Rebecca G. Smith,Lecturer in Neuroscience,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Rebecca_Smith,Smith,Rebecca,"Smith, R","Smith, Rebecca"
College of Medicine and Health,Medicine and Health,Professor Richard Smith,Deputy Pro-Vice Chancellor and Professor of Health Economics,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Richard_Smith,Smith,Richard,"Smith, R","Smith, Richard"
College of Medicine and Health,Medicine and Health,Dr Adam Smith,Laboratory Manager / Postdoctoral Research Fellow,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Adam_Smith_,Smith,Adam,"Smith, A","Smith, Adam"
College of Medicine and Health,Medicine and Health,Susanne Smith,Lecturer,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Susanne_Smith,Smith,Susanne,"Smith, S","Smith, Susanne"
College of Medicine and Health,Medicine and Health,Hannah Smithers,Associate Lecturer,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Hannah_Smithers,Smithers,Hannah,"Smithers, H","Smithers, Hannah"
College of Medicine and Health,Medicine and Health,Dr Tristan Snowsill,Senior Research Fellow,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Tristan_Snowsill,Snowsill,Tristan,"Snowsill, T","Snowsill, Tristan"
College of Medicine and Health,Medicine and Health,Dr Daniela Souto Patinha,Lecturer in Biomedical Sciences,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Daniela_Patinha,Patinha,Daniela,"Patinha, D","Patinha, Daniela"
College of Medicine and Health,Medicine and Health,Professor Anne Spencer,Associate Professor,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Anne_Spencer,Spencer,Anne,"Spencer, A","Spencer, Anne"
College of Medicine and Health,Medicine and Health,Dr Sarah Statton,Research Doctor,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Sarah_Statton,Statton,Sarah,"Statton, S","Statton, Sarah"
College of Medicine and Health,Medicine and Health,Dr Anna Steele,Senior Research Nurse,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Anna_Steele,Steele,Anna,"Steele, A","Steele, Anna"
College of Medicine and Health,Medicine and Health,Professor Ken Stein,Professor (E&R) (Clinical),https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Ken_Stein,Stein,Ken,"Stein, K","Stein, Ken"
College of Medicine and Health,Medicine and Health,Samuel Stone,Laboratory and Clinical Research Assistant,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Samuel_Stone,Stone,Samuel,"Stone, S","Stone, Samuel"
College of Medicine and Health,Medicine and Health,Dr David Strain,Senior Clinical Lecturer (E&R) (HEFCE-NHS CSLA),https://medicine.exeter.ac.uk/people/profile/index.php?web_id=David_Strain,Strain,David,"Strain, D","Strain, David"
College of Medicine and Health,Medicine and Health,Josephine Studham,Clinical Research Facility Manager,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Josephine_Studham,Studham,Josephine,"Studham, J","Studham, Josephine"
College of Medicine and Health,Medicine and Health,Dr Holly Sugg,Lecturer for the Academy of Nursing (Education and Research),https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Holly_Sugg,Sugg,Holly,"Sugg, H","Sugg, Holly"
College of Medicine and Health,Medicine and Health,Dr Joel Tabak,Senior Lecturer (E&R),https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Joel_Tabak-Sznajder,Tabak,Joel,"Tabak, J","Tabak, Joel"
College of Medicine and Health,Medicine and Health,Joanna Tarr,Senior Lecturer (E&S),https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Joanna_Tarr,Tarr,Joanna,"Tarr, J","Tarr, Joanna"
College of Medicine and Health,Medicine and Health,Professor Mark Tarrant,Associate Professor of Psychology Applied to Health,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Mark_Tarrant,Tarrant,Mark,"Tarrant, M","Tarrant, Mark"
College of Medicine and Health,Medicine and Health,Professor Mitra Tavakoli,Associate Professor in Medicine (E&R),https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Mitra_Tavakoli,Tavakoli,Mitra,"Tavakoli, M","Tavakoli, Mitra"
College of Medicine and Health,Medicine and Health,Dr Emma Taylor,Senior Lecturer (E&S),https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Emma_Taylor,Taylor,Emma,"Taylor, E","Taylor, Emma"
College of Medicine and Health,Medicine and Health,Dr Tim Taylor,Senior Lecturer in Environmental and Public Health Economics (E&R),https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Tim_Taylor,Taylor,Tim,"Taylor, T","Taylor, Tim"
College of Medicine and Health,Medicine and Health,Professor Rod Taylor,Honorary Clinical Professor,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Rod_Taylor,Taylor,Rod,"Taylor, R","Taylor, Rod"
College of Medicine and Health,Medicine and Health,Dr Robert Taylor,Acute Hospital Sub Dean (Cornwall) and Honorary Clinical Senior Lecturer,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Robert_Taylor,Taylor,Robert,"Taylor, R","Taylor, Robert"
College of Medicine and Health,Medicine and Health,Dr Julia Teale,Research Fellow,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Julia_Teale,Teale,Julia,"Teale, J","Teale, Julia"
College of Medicine and Health,Medicine and Health,Maria Tejerina-Arreal,Post-Doctoral Research Fellow,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Maria_Tejerina-Arreal,Tejerina-Arreal,Maria,"Tejerina-Arreal, M","Tejerina-Arreal, Maria"
College of Medicine and Health,Medicine and Health,Dr Rohini Terry,Research Fellow,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Rohini_Terry,Terry,Rohini,"Terry, R","Terry, Rohini"
College of Medicine and Health,Medicine and Health,Professor Ingelin Testad,Professor,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Ingelin_Testad,Testad,Ingelin,"Testad, I","Testad, Ingelin"
College of Medicine and Health,Medicine and Health,Professor Julie Thacker,Clinical Director of BMBS,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Julie_Thacker,Thacker,Julie,"Thacker, J","Thacker, Julie"
College of Medicine and Health,Medicine and Health,Dr Felicity Thomas,Senior Research Fellow,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Felicity_Thomas,Thomas,Felicity,"Thomas, F","Thomas, Felicity"
College of Medicine and Health,Medicine and Health,Mary Thompson,Academic Clinical Fellow,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Mary_Thompson,Thompson,Mary,"Thompson, M","Thompson, Mary"
College of Medicine and Health,Medicine and Health,Dr Jo Thompson Coon,Professor of Evidence Synthesis and Health Policy,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Jo_Thompson-Coon,Coon,Jo,"Coon, J","Coon, Jo"
College of Medicine and Health,Medicine and Health,Dr Clare Thorn,Senior Lecturer,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Clare_Thorn,Thorn,Clare,"Thorn, C","Thorn, Clare"
College of Medicine and Health,Medicine and Health,Professor Victoria Tischler,"Associate Professor in Public Health, Sustainability and Environment",https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Victoria_Tischler,Tischler,Victoria,"Tischler, V","Tischler, Victoria"
College of Medicine and Health,Medicine and Health,Susannah Tooze,Senior Lecturer,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Susannah_Tooze,Tooze,Susannah,"Tooze, S","Tooze, Susannah"
College of Medicine and Health,Medicine and Health,Eleanor Townsend,Associate Lecturer in Biomedical Sciences,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Eleanor_Townsend,Townsend,Eleanor,"Townsend, E","Townsend, Eleanor"
College of Medicine and Health,Medicine and Health,Bethan Treadgold,Postdoctoral Research Fellow,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Bethan_Treadgold,Treadgold,Bethan,"Treadgold, B","Treadgold, Bethan"
College of Medicine and Health,Medicine and Health,Dr Leanne Trick,Associate,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Leanne_Trick,Trick,Leanne,"Trick, L","Trick, Leanne"
College of Medicine and Health,Medicine and Health,Laura Trigg,Research Assistant,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Laura_Trigg,Trigg,Laura,"Trigg, L","Trigg, Laura"
College of Medicine and Health,Medicine and Health,Dr Jessica Tyrrell,Senior Lecturer (E&R),https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Jessica_Tyrrell,Tyrrell,Jessica,"Tyrrell, J","Tyrrell, Jessica"
College of Medicine and Health,Medicine and Health,Professor Obioha Chukwunyere Ukoumunne,Professor in Medical Statistics,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Obioha_Chukwunyere_Ukoumunne,Ukoumunne,Obioha,"Ukoumunne, O","Ukoumunne, Obioha"
College of Medicine and Health,Medicine and Health,Professor Jose Valderas,Professor of Health Services and Policy Research,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Jose_Valderas-Martinez,Valderas,Jose,"Valderas, J","Valderas, Jose"
College of Medicine and Health,Medicine and Health,Dr Samantha van Beurden,Research Fellow in Complex Interventions,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Samantha_vanBeurden,Beurden,Samantha,"Beurden, S","Beurden, Samantha"
College of Medicine and Health,Medicine and Health,Alje Van Hoorn,Academic Clinical Fellow,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Alje_Van,Hoorn,Alje,"Hoorn, A","Hoorn, Alje"
College of Medicine and Health,Medicine and Health,Professor Neil Vaughan,Associate Professor in Data Science and Artificial Intelligence,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Neil_Vaughan,Vaughan,Neil,"Vaughan, N","Vaughan, Neil"
College of Medicine and Health,Medicine and Health,Dr Michiel Vos,"Senior Lecturer in Microbiology, Medical School",https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Michiel_Vos,Vos,Michiel,"Vos, M","Vos, Michiel"
College of Medicine and Health,Medicine and Health,Dr Nikol Voutsina,Postdoctoral Research Associate,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Nikol_Voutsina,Voutsina,Nikol,"Voutsina, N","Voutsina, Nikol"
College of Medicine and Health,Medicine and Health,Matthew Wakeling,Research Fellow,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Matthew_Wakeling,Wakeling,Matthew,"Wakeling, M","Wakeling, Matthew"
College of Medicine and Health,Medicine and Health,Dr Annie Walker,Small Group Facilitator,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Annie_Walker,Walker,Annie,"Walker, A","Walker, Annie"
College of Medicine and Health,Medicine and Health,Dr Sarah Walker,Postdoctoral Research Fellow,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Sarah_Walker,Walker,Sarah,"Walker, S","Walker, Sarah"
College of Medicine and Health,Medicine and Health,Emma Walker,Graduate Research Assistant and PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Emma_walker,Walker,Emma,"Walker, E","Walker, Emma"
College of Medicine and Health,Medicine and Health,Jiunn Wang,Postdoctoral Research Fellow,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Jiunn_Wang,Wang,Jiunn,"Wang, J","Wang, Jiunn"
College of Medicine and Health,Medicine and Health,Dr Fiona Warren,Senior Lecturer in Medical Statistics,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Fiona_Warren,Warren,Fiona,"Warren, F","Warren, Fiona"
College of Medicine and Health,Medicine and Health,Professor Adilia Warris,Professor (Clinical) (Deputy Centre Director MRC CMM),https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Adilia_Warris,Warris,Adilia,"Warris, A","Warris, Adilia"
College of Medicine and Health,Medicine and Health,Dr Michael Weedon,Associate Professor,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Michael_Weedon,Weedon,Michael,"Weedon, M","Weedon, Michael"
College of Medicine and Health,Medicine and Health,Joanne Welsman,Associate Research Fellow,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Jo_Welsman,Welsman,Joanne,"Welsman, J","Welsman, Joanne"
College of Medicine and Health,Medicine and Health,Dr Hannah Welters,Senior Lecturer,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Hannah_Welters,Welters,Hannah,"Welters, H","Welters, Hannah"
College of Medicine and Health,Medicine and Health,Dr Jacqueline Whatmore,Senior Lecturer in Cell and Molecular Biology and Clinical Microvascular Research,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Jacqueline_Whatmore,Whatmore,Jacqueline,"Whatmore, J","Whatmore, Jacqueline"
College of Medicine and Health,Medicine and Health,Rebecca Whear,Research Fellow Evidence Synthesis Health Services Research,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Rebecca_Whear,Whear,Rebecca,"Whear, R","Whear, Rebecca"
College of Medicine and Health,Medicine and Health,Dr Benedict Wheeler,"Associate Professor in Environment, Health and Inequalities",https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Benedict_W_Wheeler,Wheeler,Benedict,"Wheeler, B","Wheeler, Benedict"
College of Medicine and Health,Medicine and Health,Dr Mathew White,Lecturer (E&R),https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Mathew_White,White,Mathew,"White, M","White, Mathew"
College of Medicine and Health,Medicine and Health,Professor Matt Whiteman,Professor of Experimental Therapeutics,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Matt_Whiteman,Whiteman,Matt,"Whiteman, M","Whiteman, Matt"
College of Medicine and Health,Medicine and Health,Lara Whiteman,,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Lara_Whiteman,Whiteman,Lara,"Whiteman, L","Whiteman, Lara"
College of Medicine and Health,Medicine and Health,Dr Bianca Wiering,Research Fellow,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Bianca_Wiering,Wiering,Bianca,"Wiering, B","Wiering, Bianca"
College of Medicine and Health,Medicine and Health,Kath Wilkinson,Research Fellow,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Kath_Wilkinson,Wilkinson,Kath,"Wilkinson, K","Wilkinson, Kath"
College of Medicine and Health,Medicine and Health,Dr Andrew James Williams,Lecturer,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Andrew_J_Williams,Williams,Andrew,"Williams, A","Williams, Andrew"
College of Medicine and Health,Medicine and Health,Dr Jennifer Williams,Clinical Research Fellow,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Jennifer_Williams,Williams,Jennifer,"Williams, J","Williams, Jennifer"
College of Medicine and Health,Medicine and Health,Dr Esther Williamson,Senior Research Fellow,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Esther_Williamson,Williamson,Esther,"Williamson, E","Williamson, Esther"
College of Medicine and Health,Medicine and Health,Professor Ed Wilson,Associate Professor of Health Economics and Health Policy,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Ed_Wilson,Wilson,Ed,"Wilson, E","Wilson, Ed"
College of Medicine and Health,Medicine and Health,Rachel Winder,Research Fellow,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Rachel_Winder,Winder,Rachel,"Winder, R","Winder, Rachel"
College of Medicine and Health,Medicine and Health,Dr Crawford Winlove,Senior Lecturer in Neuroscience,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Crawford_Winlove,Winlove,Crawford,"Winlove, C","Winlove, Crawford"
College of Medicine and Health,Medicine and Health,Professor Paul Winyard,Professor (E&R),https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Paul_Winyard,Winyard,Paul,"Winyard, P","Winyard, Paul"
College of Medicine and Health,Medicine and Health,Jonathan Witton,Lecturer in Neuroscience,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Jonathan_Witton,Witton,Jonathan,"Witton, J","Witton, Jonathan"
College of Medicine and Health,Medicine and Health,Dr Andrew Wood,Senior Lecturer (E&R) in Statistical Genetics & Health Data Science,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Andrew_Wood,Wood,Andrew,"Wood, A","Wood, Andrew"
College of Medicine and Health,Medicine and Health,Caroline Wright,Professor in Genomic Medicine,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Caroline_Wright,Wright,Caroline,"Wright, C","Wright, Caroline"
